"site","unit","id","RM","RMtext","RMcryst","RMcolour","cortex","cortype","alteration","class","subtype","form","orient","coretool","coreuse","type","RM2","assem","region","mis","mis2","levrem","mgmnt2","mgmnt","hier","plane","hinge","scarpat","latflkshp","termscar","latflkshp2","termshape","scarpat2","coreplats","cortcat","cof","lev","stage","form2","RM3","lat3","lat2","lat3.1","notesform","notes","notes2","lat","coresurfs","coreplats2","debdir","scardir","platfacets","totscar","epa","mld","maxw","maxth","length","proxw","medw","distw","medth","scarl","scarmaxw","scarproxw","scarmidw","scardistw","weight","cort","orient2","ss","elong","flat","flat2","flatstn","convg","scarelong","scarconvg","scratio","sdi"
"AdumaA5","Excav","1174","Lava","Intermediate","Apanaphic","Grey","11-40%","Cobble","Weathered","Core","NoSubType","Formal","Radial","Indet","Flakes","AsymDisc","Lava","AdumaA5.Lava","MidAwash","MIS5","MIS5/6","Recurrent","Platprep","Platprep","Vol&Tech","Parallel","Acute","Subcentripetal","Parallel","Step","Parallel","Indet","Subcentripetal","Radial","Cortical","Nodule","LevLike",NA,"Formal","Lava","North","North","North","Label=Lev approach. Core-on-flk.","No clear deb surf prep.","",10.42,2,0,3,3,2,13,75,57.52,56.53,29.95,53.74,32.31,56.53,43.24,27.26,21.35,18.78,16.81,17.36,18.78,95.6,25,1,43.5880559495783,0.950645674862905,1.97138664710198,55.7212435803375,1.27836037571381,1.30735430157262,1.22983870967742,0.924387646432375,0.39728321548195,4.27924059411396
"AdumaA5","Excav","1258","Lava","Intermediate","Apanaphic","Grey","0%",NA,"Weathered","Core","NoSubType","Expedient","Multiface","Indet","Flakes","MultiPlat","Lava","AdumaA5.Lava","MidAwash","MIS5","MIS5/6","Indet","None","None","No","Indet","Acute","Other","Irregular","Feather","Irregular","Indet","Other","3","NonCortical","Nodule","NonLev",NA,"Expedient","Lava","North","North","North","","1 main face.","Triang cross-section",10.42,3,3,2,2,1,8,80,60.5,60.07,34.41,45.39,45.05,57.67,46.09,29.34,23.21,60.07,20.22,22.55,15.8,90.6,0,0,42.5066371626458,0.787064331541529,1.54703476482618,44.6087474437628,1.04945369526819,1.25124755912345,1.02926829268293,1.42721518987342,0.511346111478299,3.0561864988912
"AdumaA5","Surf.","0143","Lava","Intermediate","Apanaphic","Grey","11-40%","Cobble","Fresh","Core","NoSubType","Formal","Broadface","Indet","Blades","OpposedPlat","Lava","AdumaA5.Lava","MidAwash","MIS5","MIS5/6","Indet","Ridge","LatRidge","No","Indet","Indet","Unidirectional","Parallel","Feather","Parallel","Indet","Unidirectional","2","Cortical","Nodule","NonLev",NA,"Formal","Lava","North","North","North","","Dom scr=wide, others=narrow parallel. Opposed Plat=2 smler prep scrs. Lge PlatSurf w short prep scrs","Core back=cortex+1scr frm main plat surf",10.42,1,2,1,2,3,13,75,49.59,50.67,30.25,47.67,50.67,40.37,22.33,26.36,37.05,31.08,31.08,26.58,20.55,72.4,25,0,37.0182970239041,1.18082734703988,1.80842185128983,36.5029950682853,0.986079803852509,1.80788177339901,1.39390519187359,1.29343065693431,0.777218376337319,6.75521927727572
"AdumaA5","Surf.","4541","Lava","Intermediate","Apanaphic","Grey","0%",NA,"Fresh","Core","NoSubType","Expedient","Radial","Indet","Flakes","Disc","Lava","AdumaA5.Lava","MidAwash","MIS5","MIS5/6","Indet","CentripPrep","CentripPrep","No","Oblique","Acute","Centripetal","Expanding","Step","Expanding","Blunt/Round","Centripetal","Radial","NonCortical","Nodule","NonLev",NA,"Expedient","Lava","North","North","North","","Longest scr on plat surf=29.48. Symm surfs","",10.42,2,0,4,4,2,17,70,54.58,42.42,30.45,52.83,34.12,41.13,25.27,30.45,18.69,25.03,16.39,23.49,25.03,70.1,0,1,40.4459964175145,1.28446389496718,1.73497536945813,35.6797684729064,0.882158226604002,1.62762168579343,0.79565772669221,0.938473831402317,0.353776263486655,7.8236533801243
"AdumaA5","Excav","4541","Lava","Intermediate","Apanaphic","Grey","0%",NA,"Fresh","Core","NoSubType","Expedient","Radial","Indet","Flakes","Disc","Lava","AdumaA5.Lava","MidAwash","MIS5","MIS5/6","Indet","CentripPrep","CentripPrep","No","Oblique","Acute","Centripetal","Expanding","Step","Expanding","Blunt/Round","Centripetal","Radial","NonCortical","Nodule","NonLev",NA,"Expedient","Lava","North","North","North","Classic disc","","",10.42,2,0,4,4,3,19,75,55.61,46.57,31.47,52.09,39.96,46.57,24.36,30.72,18.4,46.57,17,22.26,25.05,70.1,0,1,42.0817639147437,1.11853124328967,1.69563802083333,39.4829313151042,0.938243258887516,1.91174055829228,0.82659478885894,0.888622754491018,0.353234785947399,7.83236657883011
"AdumaA5","Excav","4731(34?)","Lava","Intermediate","Apanaphic","Grey","0%",NA,"Weathered","Core","NoSubType","Formal","Radial","Indet","Flakes","AsymDisc","Lava","AdumaA5.Lava","MidAwash","MIS5","MIS5/6","Recurrent","Tangent","Tangent","Vol&Tech","Intermediate","Acute","Perpendicular","Ovoid","Feather","Ovoid","Indet","Subcentripetal","Radial","NonCortical","Nodule","LevLike",NA,"Formal","Lava","North","North","North","Label=discoid. Lev approach?","2main scrs on flatish DebSurf (A/D). remaining scrs prep or predet?","Deb=scars >50% Lgth., not centripital. Plat=classic discoid. Broken-2 conjoins.",10.42,2,0,2,3,1,16,80,57.76,59.08,23.11,50.14,46.12,59.08,42.01,20.61,38.1,59.08,29.24,26.29,22.12,67.8,0,1,39.376242351489,0.848679756262695,2.43279961183891,71.8649005337215,1.82508274639883,1.40633182575577,1.44922023583111,1.18851717902351,0.759872357399282,5.40126103241324
"AdumaA5","Surf.","2510","Lava","Intermediate","Apanaphic","GreyDk","41-60%","Cobble","Fresh","Core","Aduma","Formal","Radial","Indet","Flakes","Levallois","Lava","AdumaA5.Lava","MidAwash","MIS5","MIS5/6","Recurrent","Lateral","Lateral","Vol&Tech","Parallel","Intermediate","Opposed","Lozenge","Feather","Converge","Pointed","Opposed","Radial","Cortical","Nodule","Levallois",NA,"Formal","Lava","North","North","North","Label=Aduma core.","Marginal plat prep only on 3/4 of circumf. Lat prep both sides. 2 LevScrs=A &1?=C","flat, round",10.42,2,0,2,4,2,21,70,53.13,52.24,17.67,53.13,44.17,52.24,31.93,15.98,40.83,52.24,24.11,21.54,9.16,66.2,50,1,35.3975540076375,1.01703675344564,3.32478097622028,86.8432790988736,2.45336949214446,1.63607892264328,1.89554317548747,2.35152838427948,0.768492377188029,7.56617375566706
"AdumaA5","Surf.","1872","Lava","Intermediate","Apanaphic","Grey","11-40%","Cobble","Fresh","Core","LevLike","Formal","Broadface","Indet","Blades","OpposedPlat","Lava","AdumaA5.Lava","MidAwash","MIS5","MIS5/6","Indet","Dist&1Lat","Dist&1Lat","No","Indet","Indet","Unidirectional","Parallel","Feather","Parallel","Pointed","Unidirectional","2","Cortical","Nodule","NonLev",NA,"Formal","Lava","North","North","North","Approaching Lev","Scr=Parallel w converge dist. Steep plat, lat &dist prep, LateralplatPrep frm margin","Sml prep scrs from opposed plat. Back of core=cortex. 3 faces",10.42,1,2,1,3,2,13,85,43.4,39.07,28.92,43.4,39.07,33.43,21.93,24.83,43.84,21.76,21.76,19.31,9.57,63.3,25,0,33.0268845685173,1.29823511815734,1.74788562223117,29.215908175594,0.884609873358869,1.52439580483356,2.270326255826,2.01776384535005,1.01013824884793,8.9601905625759
"AdumaA5","Excav.","1016","Lava","Intermediate","Apanaphic","Grey","0%",NA,"Fresh","Core","NoSubType","Formal?","Radial","Indet","Blades","SinglePlat","Lava","AdumaA5.Lava","MidAwash","MIS5","MIS5/6","Indet","Ridge","FrontRidge","No","Indet","Indet","Unidirectional","Parallel","Feather","Parallel","Indet","Unidirectional","1","NonCortical","Nodule","NonLev",NA,"Formal","Lava","North","North","North","","Dom scr=subpaar, but all others very parallel. PLatSurf=single plat+adjacent core 'back'.","5 smler step scrsfrom plat=core fail/abandoned. DebSurf=50% circumf",10.42,1,1,1,1,1,19,90,51.92,53.42,43.48,42.85,42.59,50.59,53.42,42.18,32.15,53.42,10.57,17.13,10.48,59.2,0,1,45.0513034089873,0.847005337023127,1.01588430535799,25.6967935040303,0.570389568327208,0.947023586671659,1.87682428488033,1.63454198473282,0.750291715285881,8.76472098318027
"AdumaA5","Excav","1379","IndetVolc","Fine","Apanaphic","GreyDk","11-40%","Cobble","Fresh","Core","NoSubType","Formal","Radial","Indet","Flakes","AsymDisc","Lava","AdumaA5.Lava","MidAwash","MIS5","MIS5/6","Recurrent","Tangent","Tangent","Vol&Tech","Parallel","Intermediate","Centripetal","Parallel","Feather","Parallel","Indet","Centripetal","Radial","Cortical","Nodule","LevLike",NA,"Formal","Lava","North","North","North","Label-Lev approach","Centrip flking, no other surf prep. 1 tangent flk.","",10.42,2,0,4,3,2,19,85,46.31,46.75,28.17,36.48,43.08,46.75,36.38,27.38,24.18,18.05,18.05,16.98,17.6,58.3,25,1,36.0100144978543,0.780320855614973,1.33235938641344,31.1439006574142,0.864867762251801,1.28504672897196,1.42402826855124,0.964772727272727,0.662828947368421,11.1408199643494
"AdumaA5","Surf.","3738/2","Lava","Fine","Apanaphic","Brown","11-40%","Cobble","Fresh","Core","NoSubType","Expedient","Radial","Indet","Flks&Blds","AsymDisc","Lava","AdumaA5.Lava","MidAwash","MIS5","MIS5/6","Indet","Tangent","Tangent","Volume","Oblique","Intermediate","Centripetal","Parallel","Feather","Parallel","Indet","Centripetal","Radial","Cortical","Nodule","NonLev",NA,"Expedient","Lava","North","North","North","","Flk surf=more vol,1-2 deb, rest centrip. Dom scr >50%length of core. Plat surf=3/4 flkd all centrip.","",10.42,2,0,4,4,2,14,85,48.43,45.17,29.11,44.02,42.03,41.97,28.01,24.79,38.37,29.85,29.85,18.41,16.59,53.5,25,1,35.7784765826378,1.04884441267572,1.77571601452198,37.2634005647439,1.04150327582216,1.49839343091753,2.08419337316676,1.10970464135021,0.871649250340754,7.57772827716992
"AdumaA5","Surf.","0060","Lava","Intermediate","Apanaphic","Grey","41-60%","Cobble","Fresh","Core","Aduma","Formal","Radial","Indet","Flakes","Levallois","Lava","AdumaA5.Lava","MidAwash","MIS5","MIS5/6","Recurrent","CentripPrep","CentripPrep","Tech","Parallel","Intermediate","Centripetal","Indet","Feather","Indet","Indet","Centripetal","Radial","Cortical","Nodule","Levallois",NA,"Formal","Lava","North","North","North","Label=Aduma core. Clear centrip prep, but largest scars from A","Overlapping Lev scas=can't read lgest Lev scr","V flat. No more vol in plat surf",10.42,2,0,4,4,3,29,85,53.21,53.33,16.33,49.28,44.7,53.33,35.42,14.08,32.08,53.33,20.22,19.03,9.5,53.3,50,1,33.323323754373,0.924057753609601,3.5,93.3275,2.80066600462545,1.50564652738566,1.68575932737782,2.00315789473684,0.650974025974026,11.034577648116
"AdumaA5","Surf.","0120","Lava","Intermediate","Apanaphic","Grey","41-60%","Cobble","Fresh","Core","Aduma","Formal","Radial","Indet","Flakes","AsymDisc","Lava","AdumaA5.Lava","MidAwash","MIS5","MIS5/6","Preferential","UnidirPrep","Debordant","Vol&Tech","Oblique","Perpendicular","Centrip&Pref","Converge","Feather","Converge","Pointed","Centripetal","Radial","Cortical","Nodule","LevLike",NA,"Formal","Lava","North","North","North","Label=Aduma core. Pref Lev orDisc with Iarge scar?","Either LftDeb &LgeRtLat prep (x4) or centrip w tangent. More vol on flksurf","Flking angle, vol,& low platprep=disc. EPA,scr arrangement=Lev.",10.42,2,0,1,4,3,11,85,52.88,47.08,17.6,49.55,36.34,44.65,32.1,15.22,35.61,47.08,19.9,20.56,6.84,46.2,50,1,32.291874663514,1.10974244120941,3.25558475689882,72.6809296977661,2.25074977699845,1.39096573208723,1.73200389105058,3.00584795321637,0.718668012108981,4.9719592796535
"AdumaA5","Excav","1368","Lava","Intermediate","Apanaphic","Grey","11-40%","Cobble","Fresh","Core","MultiPlat","Expedient","Multiface","Indet","Flakes","DoubleAdj","Lava","AdumaA5.Lava","MidAwash","MIS5","MIS5/6","Indet","None","None","No","Indet","Acute","Other","Parallel","Feather","Parallel","Indet","Other","2","Cortical","Nodule","NonLev",NA,"Expedient","Lava","North","North","North","","Main surf/plat=has largest series of rmovals, but not largest rm (B-but init not completely clear)","",10.42,3,2,2,2,1,12,90,44.24,44.21,23.58,30.33,44.21,40.48,37.01,21.04,20.39,14.89,14.89,12.92,10.4,43.6,25,0,29.5610291622153,0.749258893280632,1.44153992395437,29.1767680608365,0.98700109190143,1.09375844366387,1.578173374613,1.24230769230769,0.672271678206396,9.77390991582709
"AdumaA5","Excav","4737","Lava","Intermediate","Apanaphic","Grey","0%",NA,"Weathered","Core","NoSubType","Expedient","Multiface","Indet","Flks&Blds","MultiPlat","Lava","AdumaA5.Lava","MidAwash","MIS5","MIS5/6","Indet","None","None","No","Indet","Acute","Other","Ovoid","Hinge","Ovoid","Indet","Other","4","NonCortical","Nodule","NonLev",NA,"Expedient","Lava","North","North","North","","3 faces on circumf.","",10.42,3,4,1,0,1,9,85,59.48,59.66,28.44,44.01,55.07,59.66,22.94,24.68,26.51,28.58,21.96,28.58,22.64,38.7,0,0,40.1661239672394,0.737680187730473,1.78322528363047,53.1936102106969,1.32434013931947,2.60069747166521,0.927571728481456,1.26236749116608,0.602363099295615,3.4277401526167
"AdumaA5","Excav","1315","Chert","Fine","Indet","Tan","0%",NA,"Fresh","Core","NoSubType","Formal","Radial","Indet","Flakes","Levallois","CCS","AdumaA5.CCS","MidAwash","MIS5","MIS5/6","Preferential","CentripPrep","CentripPrep","Vol&Tech","Parallel","Acute","Centrip&Pref","Irregular","Feather","Irregular","Indet","Centripetal","Radial","NonCortical","Nodule","Levallois",NA,"Formal","CCS","North","North","North","Label=Lev approach","Flat flking surf, w marginal circumf prep. Fully prepped/flk plat","",10.42,2,0,1,4,2,19,55,49.24,43.69,24.11,49.24,34.46,43.69,21.24,17.89,42.08,25.83,21.05,25.83,19.99,37.1,0,1,33.7626720141186,1.12703135729,2.75237562884293,60.1256456120738,1.78083196694062,2.05696798493409,1.62911343399148,1.29214607303652,0.854589764419171,8.83188716604078
"AdumaA5","Excav","1219","IndetVolc","Fine","Apanaphic","GreyDk","11-40%","Cobble","Fresh","Core","NoSubType","Formal","Radial","Indet","Flakes","Levallois","Lava","AdumaA5.Lava","MidAwash","MIS5","MIS5/6","Recurrent","UnidirPrep","Debordant","Vol&Tech","Parallel","Perpendicular","Opposed","Parallel","Feather","Parallel","Indet","Opposed","Radial","Cortical","Nodule","Levallois",NA,"Formal","Lava","North","North","North","","4 opposed Lev scrs? RtLat=deb, LftLat=centrip prep. Opposed plats flked on platsurf only","V fine volc--chert-like",10.42,2,0,2,4,2,15,85,42.16,40.17,21.7,41.79,36.3,38.63,30.1,18.84,23.06,40.17,13.59,10.97,11.39,33.9,25,1,31.2147115408657,1.0818017085167,2.21815286624204,42.843622611465,1.37254584446103,1.28338870431894,2.102096627165,0.963125548726953,0.551806652309165,9.29167861421675
"AdumaA5","Surf.","3547","Lava","Intermediate","Porphoritic","Grey","0%",NA,"Fresh","Core","Nubian","Formal","Radial","Indet","Points","Levallois","Lava","AdumaA5.Lava","MidAwash","MIS5","MIS5/6","Preferential","OpposedPrep","Deb&Dist","Vol&Tech","Parallel","Acute","Subcentrip&Pref","Converge","Feather","Converge","Pointed","Subcentripetal","Radial","NonCortical","Nodule","Levallois",NA,"Formal","Lava","North","North","North","Label=Nubian. Mgment=Nubian&Debordant","Distal deb on each side. Sereis of sml prep on RtProx (D) & 1 lg on LftProx (A).","Nrly overshot. LevFlk Plat=2 lge scrs, DistDeb plat=many sml facets, steps&crush. PlatSurf=ful flked",10.42,2,0,1,3,6,19,60,43,42.37,17.88,38.66,36.71,36.68,17.97,17.88,38.48,42.37,25.5,28.72,8.73,24.8,0,1,29.3778198760644,1.05398037077426,2.16219239373602,39.6546085011186,1.3498145426859,2.04117974401781,1.33983286908078,3.28980526918671,0.995344024831868,13.398692626093
